NACA 6409 Airfoil M=6.0% P=40.0% T=9.0%
  1.000185  0.000927
  0.999944  0.001001
  0.999219  0.001226
  0.998011  0.001598
  0.996322  0.002119
  0.994153  0.002785
  0.991506  0.003595
  0.988382  0.004546
  0.984785  0.005635
  0.980718  0.006859
  0.976184  0.008214
  0.971188  0.009696
  0.965732  0.011300
  0.959823  0.013021
  0.953466  0.014854
  0.946665  0.016793
  0.939427  0.018833
  0.931759  0.020967
  0.923666  0.023189
  0.915157  0.025492
  0.906239  0.027870
  0.896920  0.030315
  0.887208  0.032820
  0.877113  0.035379
  0.866643  0.037983
  0.855808  0.040626
  0.844618  0.043299
  0.833083  0.045996
  0.821214  0.048708
  0.809023  0.051428
  0.796520  0.054149
  0.783717  0.056862
  0.770626  0.059562
  0.757261  0.062239
  0.743633  0.064888
  0.729755  0.067501
  0.715642  0.070070
  0.701306  0.072590
  0.686761  0.075053
  0.672022  0.077452
  0.657103  0.079782
  0.642018  0.082037
  0.626783  0.084209
  0.611412  0.086295
  0.595921  0.088287
  0.580325  0.090181
  0.564639  0.091972
  0.548881  0.093656
  0.533064  0.095227
  0.517206  0.096682
  0.501323  0.098016
  0.485430  0.099228
  0.469545  0.100312
  0.453682  0.101268
  0.437860  0.102091
  0.422094  0.102781
  0.406400  0.103335
  0.390631  0.103735
  0.374849  0.103903
  0.359189  0.103834
  0.343666  0.103530
  0.328300  0.102994
  0.313108  0.102231
  0.298107  0.101246
  0.283315  0.100046
  0.268749  0.098636
  0.254425  0.097025
  0.240360  0.095220
  0.226570  0.093231
  0.213071  0.091066
  0.199878  0.088737
  0.187006  0.086254
  0.174470  0.083627
  0.162283  0.080868
  0.150458  0.077989
  0.139009  0.075003
  0.127947  0.071922
  0.117285  0.068757
  0.107033  0.065524
  0.097202  0.062233
  0.087802  0.058898
  0.078841  0.055531
  0.070329  0.052146
  0.062274  0.048755
  0.054682  0.045369
  0.047561  0.042001
  0.040916  0.038662
  0.034754  0.035364
  0.029079  0.032115
  0.023895  0.028928
  0.019207  0.025810
  0.015017  0.022770
  0.011328  0.019817
  0.008143  0.016958
  0.005462  0.014199
  0.003287  0.011545
  0.001618  0.009002
  0.000456  0.006574
 -0.000200  0.004262
 -0.000352  0.002071
  0.000000  0.000000
  0.000845 -0.001923
  0.002174 -0.003671
  0.003982 -0.005246
  0.006267 -0.006648
  0.009025 -0.007880
  0.012251 -0.008944
  0.015941 -0.009842
  0.020089 -0.010577
  0.024689 -0.011154
  0.029736 -0.011576
  0.035224 -0.011847
  0.041144 -0.011973
  0.047491 -0.011958
  0.054256 -0.011809
  0.061433 -0.011531
  0.069011 -0.011130
  0.076984 -0.010614
  0.085343 -0.009988
  0.094078 -0.009262
  0.103181 -0.008442
  0.112643 -0.007536
  0.122453 -0.006552
  0.132604 -0.005499
  0.143084 -0.004385
  0.153884 -0.003220
  0.164995 -0.002012
  0.176405 -0.000769
  0.188106  0.000497
  0.200086  0.001779
  0.212336  0.003067
  0.224845  0.004351
  0.237603  0.005623
  0.250599  0.006873
  0.263821  0.008091
  0.277261  0.009268
  0.290906  0.010396
  0.304745  0.011466
  0.318767  0.012469
  0.332962  0.013397
  0.347317  0.014242
  0.361820  0.014996
  0.376461  0.015652
  0.391226  0.016204
  0.406218  0.016652
  0.421472  0.017061
  0.436807  0.017444
  0.452209  0.017798
  0.467665  0.018119
  0.483159  0.018404
  0.498677  0.018650
  0.514205  0.018856
  0.529726  0.019018
  0.545228  0.019136
  0.560694  0.019208
  0.576110  0.019232
  0.591461  0.019208
  0.606731  0.019135
  0.621907  0.019014
  0.636973  0.018844
  0.651914  0.018626
  0.666716  0.018361
  0.681364  0.018050
  0.695842  0.017695
  0.710138  0.017296
  0.724235  0.016857
  0.738121  0.016379
  0.751781  0.015866
  0.765200  0.015318
  0.778367  0.014740
  0.791266  0.014134
  0.803884  0.013504
  0.816210  0.012852
  0.828229  0.012183
  0.839929  0.011499
  0.851299  0.010804
  0.862326  0.010101
  0.872998  0.009395
  0.883305  0.008688
  0.893235  0.007984
  0.902778  0.007287
  0.911923  0.006600
  0.920662  0.005926
  0.928983  0.005269
  0.936880  0.004631
  0.944342  0.004016
  0.951361  0.003426
  0.957931  0.002865
  0.964044  0.002334
  0.969693  0.001837
  0.974872  0.001375
  0.979576  0.000951
  0.983798  0.000566
  0.987535  0.000222
  0.990782 -0.000078
  0.993535 -0.000335
  0.995793 -0.000547
  0.997551 -0.000712
  0.998808 -0.000831
  0.999563 -0.000903
  0.999815 -0.000927
